RESPONSE_ID,AGE,GENDER,RACE,EDUCATION,PROFESSION,APPS_USED,FREQUENCY_OF_USE,DURATION_OF_USE,MODALITY,USE_CASES,USE_CASES_MORE_DETAILS,DELETE_HISTORY_AWARE,EXPORT_CHAT_AWARE,OPT_OUT_AWARE,BEHAVIOURS_ENGAGED,SHARE_PII,SHARE_DEMOGRAPHICS,SHARE_SEXUAL_ORIENTATION,SHARE_BANKING,SHARE_CREDIT_SCORE,SHARE_PURCHASES,SHARE_RELIGION,SHARE_HOBBIES,SHARE_PERSONAL_LIFE,SHARE_HEALTH,SHARE_PHOTOS,SHARE_WORK,TRAINING_EXPECTATIONS,DELETE_CHATS_LOSE_ACCESS,DELETE_CHATS_ERASURE,DELETE_CHATS_UNLEARN,DELETE_ACCOUNT_LOSE_ACCESS,DELETE_ACCOUNT_DATA_ERASURE,DELETE_ACCOUNT_CHAT_ERASURE,DELETE_ACCOUNT_UNLEARN,TRAINING_AWARE,TRAINING_CONCERN,TRAINING_POSSIBLE,DEV_ACCESS_AWARE,DEV_ACCESS_CONCERNED,DEV_ACCESS_POSSIBLE,LEGAL_ACCESS_AWARE,LEGAL_ACCESS_CONCERN,LEGAL_ACCESS_POSSIBLE,HEALTH_AWARE,HEALTH_CONCERN,HEALTH_POSSIBLE,FINANCE_AWARE,FINANCE_CONCERN,FINANCE_POSSIBLE,EXTRACTION_AWARE,EXTRACTION_CONCERN,EXTRACTION_POSSIBLE,LEAK_AWARE,LEAK_CONCERN,LEAK_POSSIBLE,MEM_AWARE,MEM_CONCERN,MEM_POSSIBLE,EXTENSION_AWARE,EXTENSION_CONCERN,EXTENSION_POSSIBLE,DECEPTION_AWARE,DECEPTION_CONCERN,DECEPTION_POSSIBLE,Challenges,Solutions
R_8ePqUbO8yYmnAgv,35 - 44,Man,Latino,Master's degree,Software Engineer,"ChatGPT,Google Gemini/Bard",Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was aware,Was not aware,Was not aware,Read about how AI chatbots handle user data from another source,Not at all willing,Slightly willing,Slightly willing,Not at all willing,Slightly willing,Slightly willing,Slightly willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Within a few days,Within a few days,Immediately,Immediately,Immediately,Within a few days,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,No,No,Quite concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,No,Don't know up to what extend my data is being used for training purposes,More clear terms of use and transparency of what they use/don't use
R_28Otx5cBOhFqDUW,35 - 44,Woman,White,Bachelor's degree,Nurse,ChatGPT,Monthly,1 - 3 months,"Desktop/Web app,Plugin/Browser extension","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was not aware,Was not aware,Was not aware,Read about how AI chatbots handle user data from another source,Not at all willing,Quite willing,Very willing,Not at all willing,Moderately willing,Moderately willing,Quite willing,Very willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,Yes,Moderately concerned,Yes,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,A little concerned,Yes,No,A pseudonym 
R_8RseYxoLjJrYQMd,55+,Man,White,A-Level or equivalent,Retired,"ChatGPT,Microsoft Copilot/Bing",Weekly,6 - 12 months,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was aware,Was not aware,Read about how AI chatbots handle user data from another source,Slightly willing,Very willing,Very willing,Not at all willing,Moderately willing,Moderately willing,Very willing,Very willing,Quite willing,Very willing,Slightly willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,Yes,Quite concerned,Yes,No,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,Not at all concerned,Yes,No,A little concerned,Yes,Yes,A little concerned,Yes,,
R_2KhIxzO0rIfLevf,45 - 54,Man,White,A-Level or equivalent,author,ChatGPT,Monthly,6 - 12 months,Desktop/Web app,"Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,Read about how AI chatbots handle user data from another source,Not at all willing,Quite willing,Quite willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Quite willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,This will never happen,This will never happen,Within a few days,Within a few days,This will never happen,This will never happen,No,Not at all concerned,Yes,No,Not at all concerned,No,No,Not at all concerned,Yes,No,Not at all concerned,No,No,Not at all concerned,No,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Not at all concerned,No,No,No
R_8G3UDpe95GvtOwv,55+,Man,White,High school,Van Driver ,ChatGPT,Monthly,More than a year,Desktop/Web app,"Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was not aware,Was not aware,Read about how AI chatbots handle user data from another source,Not at all willing,Moderately willing,Slightly willing,Slightly willing,Slightly willing,Not at all willing,Slightly willing,Slightly willing,Not at all willing,Moderately willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Immediately,Immediately,Within a few days,Immediately,Within a few days,No,Moderately concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,no,no
R_2JUtszCTNsYO4VH,35 - 44,Man,White,Bachelor's degree,Supply Chain analyst,ChatGPT,Monthly,3 - 6 months,"Desktop/Web app,Mobile app","Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was not aware,Was not aware,Read about how AI chatbots handle user data from another source,Moderately willing,Quite willing,Very willing,Not at all willing,Moderately willing,Quite willing,Quite willing,Very willing,Quite willing,Quite willing,Quite willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,Immediately,No,Not at all concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,No,No,Quite concerned,Yes,No,Very concerned,Yes,No,A little concerned,Yes,No,Very concerned,Yes,"No, I don’t add much information.",No
R_2PCd2J9dtzbXTgP,45 - 54,Woman,White,Master's degree,content creator,"ChatGPT,Microsoft Copilot/Bing",Daily,3 - 6 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was not aware,Exported or made a backup of my chat history,Slightly willing,Moderately willing,Slightly willing,Not at all willing,Slightly willing,Quite willing,Moderately willing,Quite willing,Slightly willing,Moderately willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Quite concerned,Yes,No,Very concerned,No,No,Very concerned,No,No,Not at all concerned,Yes,No,Moderately concerned,Yes,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,No,No,No
R_2erfYcvOHE90yIH,25 - 34,Woman,White,Bachelor's degree,Software engineer ,"ChatGPT,Microsoft Copilot/Bing,Github Copilot",Weekly,1 - 3 months,Desktop/Web app,"Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about general topics (world events, recipes, trivia, etc.),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was not aware,Exported or made a backup of my chat history,Not at all willing,Quite willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Quite concerned,Yes,Yes,Quite concerned,Yes,Yes,A little concerned,Yes,Yes,Very concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,Yes,Yes,Very concerned,Yes,Yes,Moderately concerned,Yes,Yes,Very concerned,Yes,No,Quite concerned,No,"You need an account to use them, and that means they have some level of personal information as well as IP address ",A true Incognito mode
R_8k57tlKsrJNzryZ,45 - 54,Woman,White,Bachelor's degree,Nursing,ChatGPT,Monthly,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was not aware,Was aware,Was not aware,Exported or made a backup of my chat history,Not at all willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, and patterns that the model has learned from my data will be removed from the model.",Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,Immediately,No,A little concerned,Yes,No,Quite concerned,Yes,Yes,A little concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,A little concerned,Yes,I give them limited personal information but am concerned what data they may hold on me.,More awareness of what they are capable of.
R_8yofvtzGrxYbS6J,55+,Woman,White,Bachelor's degree,Bookkeeper ,ChatGPT,Monthly,3 - 6 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Information or advice about personal topics (e.g., health, finances, relationships)",,Was not aware,Was aware,Was not aware,Exported or made a backup of my chat history,Not at all willing,Moderately willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Moderately willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Immediately,This will never happen,Yes,Not at all concerned,Yes,No,Moderately concerned,Yes,No,Quite concerned,Yes,No,Moderately concerned,Yes,No,A little concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,No,Very concerned,Yes,No,Quite concerned,Yes,No,Very concerned,Yes,I find protecting privacy in general difficult ,Better regulation 
R_2aFgdGE6TQD9SId,18-24,Man,Asian,Bachelor's degree,Psychology Undergraduate,ChatGPT,Daily,6 - 12 months,"Desktop/Web app,Mobile app","Work or job-related tasks (e.g., analysing data, generating reports),Personal admin (e.g., job applications, personal emails)",,Was aware,Was aware,Was not aware,"Deleted/cleared my chat history,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Moderately willing,Slightly willing,Slightly willing,Slightly willing,Moderately willing,Slightly willing,Slightly willing,Slightly willing,Slightly willing,Not at all willing,Moderately willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,This will never happen,Immediately,Immediately,Within a few years,This will never happen,No,Moderately concerned,Yes,Yes,A little concerned,No,Yes,A little concerned,No,No,Moderately concerned,Yes,No,Moderately concerned,No,No,A little concerned,No,No,A little concerned,No,Yes,Moderately concerned,Yes,No,Moderately concerned,Yes,Yes,Quite concerned,Yes,,"Clear explanation from the developer on how are they handling users’ privacy, and an clear toggle to opt out my information to train the model "
R_2iarfPWUtmtxb8S,25 - 34,Woman,White,Master's degree,Psychologist,"ChatGPT,Microsoft Copilot/Bing",Weekly,3 - 6 months,"Desktop/Web app,Mobile app","Personal admin (e.g., job applications, personal emails),Information or advice about general topics (world events, recipes, trivia, etc.),Information or advice about personal topics (e.g., health, finances, relationships),Creative purposes (e.g., brainstorming ideas, writing creative content)",,Was aware,Was aware,Was not aware,"Deleted/cleared my chat history,Used a VPN or private browser while using an AI chatbot to make it harder to track me",Not at all willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,Not at all willing,Slightly willing,Moderately willing,Slightly willing,Slightly willing,Not at all willing,Not at all willing,"My data will not be used to train models in the future, but patterns that the model has learned from my data will remain in the model.",Immediately,Immediately,Within a few days,Within a few days,Immediately,Immediately,This will never happen,Yes,A little concerned,Yes,Yes,A little concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,Yes,No,Not at all concerned,No,Yes,A little concerned,Yes,No,Moderately concerned,Yes,No,Moderately concerned,Yes,No,Not at all concerned,Yes,No,Moderately concerned,No,The lack of information about how they use the date before using it. ,More information around how they use this data easily available 
